"","loan_amount","interest_rate","term","grade","state","annual_income","homeownership","debt_to_income"
"8729",20000,10.91,36,"B","KS",95000,"MORTGAGE",28.8
"8730",10000,9.44,36,"B","TX",35000,"MORTGAGE",22.26
"8731",35000,10.9,60,"B","WI",105000,"MORTGAGE",29.54
"8732",28000,9.44,60,"B","TX",125000,"MORTGAGE",13.4
"8733",18000,7.97,36,"A","CA",50000,"RENT",18.41
"8734",30000,20,36,"D","TX",62000,"OWN",19.71
"8735",33600,12.62,36,"C","NJ",72000,"MORTGAGE",30.08
"8736",6500,6.71,36,"A","MD",32500,"RENT",19.79
"8737",3000,11.99,36,"B","NE",142000,"MORTGAGE",14.02
"8738",28000,17.09,36,"D","MA",70000,"RENT",35.3
"8739",35000,15.04,36,"C","GA",104000,"OWN",8
"8740",24000,11.98,60,"B","GA",69000,"MORTGAGE",7.65
"8741",5000,6.07,36,"A","ME",60000,"MORTGAGE",27.17
"8742",14350,21.45,36,"D","OH",30205.5,"MORTGAGE",47.68
"8743",4800,20,36,"D","FL",53246,"RENT",43.14
"8744",10050,11.99,36,"B","GA",1e+05,"MORTGAGE",9.14
"8745",40000,24.84,60,"E","VA",120700,"MORTGAGE",40.46
"8746",10000,18.06,36,"D","NJ",2e+05,"MORTGAGE",6.07
"8747",12000,7.35,36,"A","IL",69000,"MORTGAGE",28.74
"8748",10000,11.98,60,"B","UT",50000,"MORTGAGE",21.6
"8749",4000,6.08,36,"A","NY",45000,"MORTGAGE",29.2
"8750",30000,26.3,60,"E","NY",150000,"OWN",25.13
"8751",15000,15.05,36,"C","MO",28711,"RENT",16.05
"8752",9000,11.98,36,"B","IL",11000,"RENT",106.66
"8753",29975,15.05,36,"C","TX",109000,"MORTGAGE",16.89
"8754",20000,19.03,60,"D","CA",54000,"RENT",25.09
"8755",6000,10.91,36,"B","CT",60000,"MORTGAGE",10.48
"8756",40000,7.96,36,"A","NJ",351950,"MORTGAGE",8.11
"8757",18000,16.02,60,"C","CO",180000,"MORTGAGE",13.58
"8758",7000,5.32,36,"A","TX",150000,"RENT",2.04
"8759",5000,11.99,36,"B","TN",15000,"OWN",20.83
"8760",12000,19.42,36,"D","GA",30000,"RENT",23.68
"8761",14500,6.71,36,"A","NC",70000,"MORTGAGE",20.08
"8762",20000,7.34,36,"A","RI",63000,"MORTGAGE",8.65
"8763",15000,6.08,36,"A","CA",92290,"RENT",3.97
"8764",15000,10.9,60,"B","WA",45000,"RENT",22.77
"8765",10000,6.72,36,"A","MO",41000,"MORTGAGE",25.67
"8766",35000,14.07,36,"C","IL",138000,"MORTGAGE",19.36
"8767",40000,10.9,60,"B","FL",56000,"MORTGAGE",7.25
"8768",5000,6.72,36,"A","FL",25000,"OWN",7.36
"8769",8000,13.58,36,"C","FL",68000,"MORTGAGE",15.95
"8770",18000,10.42,60,"B","HI",65000,"OWN",17.01
"8771",13000,10.41,36,"B","PA",52500,"RENT",33.12
"8772",7000,7.96,36,"A","TX",80000,"MORTGAGE",10.47
"8773",20000,11.98,60,"B","NJ",45000,"OWN",13.2
"8774",6000,11.99,36,"B","AZ",45500,"OWN",17.46
"8775",8000,7.35,36,"A","FL",48000,"OWN",18.95
"8776",28000,13.59,60,"C","OH",23000,"MORTGAGE",11.69
"8777",20000,6.08,36,"A","TX",85000,"OWN",11.2
"8778",12000,12.61,36,"C","UT",130000,"MORTGAGE",11.19
"8779",26400,12.62,60,"C","NY",37000,"RENT",17.69
"8780",35000,15.05,60,"C","WV",50912,"RENT",42.03
"8781",28000,15.05,60,"C","WA",50000,"RENT",11.33
"8782",24000,15.04,60,"C","CO",140000,"MORTGAGE",26.82
"8783",11500,9.43,60,"B","NJ",34416,"RENT",37.8
"8784",5000,12.62,36,"C","NC",34235,"RENT",29.59
"8785",23175,11.99,60,"B","GA",125000,"MORTGAGE",26.95
"8786",8000,11.99,36,"B","AZ",45000,"RENT",18.29
"8787",12250,14.08,36,"C","CA",35000,"RENT",30.76
"8788",40000,5.32,36,"A","CO",1e+05,"MORTGAGE",16.32
"8789",24000,14.07,60,"C","SC",103000,"MORTGAGE",27.37
"8790",6000,10.9,36,"B","MI",72550,"RENT",2.84
"8791",34000,13.59,60,"C","FL",330000,"MORTGAGE",19.31
"8792",4000,18.45,36,"D","CA",55000,"RENT",21.77
"8793",3000,18.06,36,"D","NC",95500,"MORTGAGE",16.44
"8794",10000,6.72,36,"A","TX",15000,"OWN",29.12
"8795",14000,19.42,60,"D","FL",59000,"MORTGAGE",24.98
"8796",20000,9.92,36,"B","CA",175933,"MORTGAGE",17.53
"8797",16000,10.42,36,"B","PA",113409,"MORTGAGE",19.92
"8798",29000,7.35,60,"A","TX",65000,"MORTGAGE",21.16
"8799",35000,14.08,60,"C","NJ",60000,"RENT",7.64
"8800",9600,14.08,36,"C","NJ",85000,"RENT",22.88
"8801",18000,5.31,36,"A","CA",150000,"MORTGAGE",12.86
"8802",35000,15.05,36,"C","TX",130000,"MORTGAGE",39.48
"8803",25000,14.08,60,"C","NY",70000,"MORTGAGE",20.52
"8804",17000,11.99,60,"B","CO",1e+05,"MORTGAGE",5.98
"8805",10000,7.96,36,"A","NC",78000,"MORTGAGE",19.26
"8806",10000,7.96,36,"A","OR",106500,"MORTGAGE",10.3
"8807",15000,9.44,60,"B","GA",60000,"MORTGAGE",4.94
"8808",35000,13.58,36,"C","GA",134315,"MORTGAGE",29.45
"8809",5000,7.34,36,"A","WI",45000,"MORTGAGE",7.28
"8810",15000,5.31,36,"A","PA",89000,"MORTGAGE",11.77
"8811",4000,6.71,36,"A","IL",57500,"OWN",16.18
"8812",20000,5.31,36,"A","MO",102000,"MORTGAGE",2.19
"8813",20000,11.99,36,"B","CA",112700,"MORTGAGE",9.1
"8814",10000,6.72,36,"A","CA",96000,"RENT",9.43
"8815",30000,11.99,36,"B","CA",112500,"RENT",19.42
"8816",5000,5.32,36,"A","DE",52000,"MORTGAGE",21.39
"8817",10000,12.61,60,"C","FL",177000,"MORTGAGE",17.1
"8818",4200,10.42,36,"B","MO",34500,"RENT",6.43
"8819",16025,23.88,60,"E","CA",15000,"MORTGAGE",6.8
"8820",10000,6.72,36,"A","TX",65000,"RENT",26.44
"8821",10000,14.07,60,"C","CO",75000,"MORTGAGE",27.23
"8822",17000,9.44,60,"B","MI",88000,"OWN",13.51
"8823",10000,17.09,36,"D","MO",45000,"RENT",33.41
"8824",28800,12.62,60,"C","CA",180000,"MORTGAGE",19.12
"8825",30000,19.42,36,"D","CO",77900,"MORTGAGE",34.65
"8826",10000,10.91,36,"B","NY",34000,"RENT",13.73
"8827",16000,14.08,60,"C","TN",90000,"RENT",24.57
"8828",10000,6.72,36,"A","OK",80000,"MORTGAGE",22.4
"8829",10000,10.42,36,"B","NY",108000,"RENT",4.56
"8830",35000,21.45,60,"D","MI",80000,"MORTGAGE",29.34
"8831",36000,16.01,60,"C","FL",49000,"RENT",10.85
"8832",24000,11.98,36,"B","FL",93600,"MORTGAGE",15.78
"8833",12000,13.58,36,"C","NC",50000,"MORTGAGE",26.02
"8834",35000,17.47,60,"D","TN",98000,"MORTGAGE",22.86
"8835",8000,16.02,36,"C","CA",70000,"MORTGAGE",14.11
"8836",4000,5.32,36,"A","FL",50000,"OWN",3.44
"8837",3000,11.98,36,"B","TX",50000,"RENT",25.32
"8838",10000,13.59,36,"C","FL",25000,"RENT",32.12
"8839",9600,14.08,36,"C","PA",45000,"OWN",18.16
"8840",6000,9.44,36,"B","IN",175000,"MORTGAGE",8.91
"8841",16000,10.41,36,"B","NJ",118000,"OWN",12.5
"8842",10500,9.92,36,"B","MN",105000,"MORTGAGE",12.54
"8843",25000,15.05,60,"C","VA",159000,"OWN",12.37
"8844",21600,9.44,60,"B","OH",74000,"MORTGAGE",19.82
"8845",4000,12.61,36,"C","TX",43000,"RENT",4.02
"8846",15000,21.85,60,"D","MD",90500,"MORTGAGE",15.86
"8847",22600,30.17,60,"F","NY",78000,"RENT",30.13
"8848",15000,19.42,36,"D","DC",115000,"RENT",12.75
"8849",5000,10.42,36,"B","FL",56000,"RENT",22.31
"8850",32000,14.08,60,"C","VA",120000,"MORTGAGE",4.8
"8851",40000,11.99,60,"B","TX",128000,"MORTGAGE",24.77
"8852",36000,6.08,36,"A","TX",120000,"MORTGAGE",26.22
"8853",8600,13.58,36,"C","IL",55000,"RENT",7.27
"8854",30000,10.42,60,"B","AL",115000,"RENT",18.41
"8855",18200,9.93,60,"B","NM",73623,"MORTGAGE",17.7
"8856",6500,10.9,36,"B","IN",32500,"RENT",9.93
"8857",27000,14.08,36,"C","NY",60705,"MORTGAGE",28.87
"8858",25000,6.07,36,"A","GA",70000,"RENT",27.05
"8859",30000,10.91,36,"B","CA",70000,"RENT",9.51
"8860",24000,9.44,36,"B","VA",62000,"MORTGAGE",19.82
"8861",20000,26.3,60,"E","AZ",55000,"RENT",45.52
"8862",10000,6.07,36,"A","NY",250000,"OWN",3.67
"8863",9000,11.99,36,"B","TX",40000,"OWN",6.69
"8864",32000,9.43,36,"B","TX",50000,"OWN",33.7
"8865",20000,21.45,60,"D","SC",48000,"OWN",15.68
"8866",9500,14.08,36,"C","MA",42000,"RENT",23.17
"8867",25000,9.44,36,"B","FL",72000,"MORTGAGE",24.83
"8868",8000,17.09,36,"D","OH",48450,"RENT",20.19
"8869",40000,21.85,60,"D","TX",72200,"MORTGAGE",49.98
"8870",8400,17.09,36,"D","KY",32000,"MORTGAGE",9.3
"8871",10000,14.08,36,"C","NV",95500,"OWN",31.26
"8872",25000,13.58,36,"C","MI",80000,"OWN",17.9
"8873",4000,5.32,36,"A","TX",65000,"MORTGAGE",5.1
"8874",10000,12.62,36,"C","IL",1e+05,"OWN",4.04
"8875",12000,9.44,36,"B","MI",59000,"MORTGAGE",10.92
"8876",28000,14.07,60,"C","VA",50000,"RENT",13.66
"8877",8000,10.9,36,"B","NY",55000,"RENT",18.85
"8878",30000,14.08,36,"C","OK",60000,"MORTGAGE",27
"8879",6400,7.97,36,"A","TX",71000,"MORTGAGE",18.61
"8880",30000,14.07,60,"C","NY",75000,"RENT",4.14
"8881",20000,13.58,60,"C","CA",1e+05,"MORTGAGE",9.72
"8882",10000,6.72,36,"A","MI",108000,"RENT",18.99
"8883",20000,16.02,60,"C","CO",60000,"RENT",11.7
"8884",20000,6.07,36,"A","AZ",260000,"MORTGAGE",14.94
"8885",38400,6.72,36,"A","FL",250000,"MORTGAGE",16.73
"8886",16000,5.32,36,"A","NY",76000,"RENT",8.26
"8887",5000,7.96,36,"A","CA",130000,"RENT",12.04
"8888",15000,20.39,36,"D","FL",70000,"RENT",14.04
"8889",4500,9.93,36,"B","GA",80000,"MORTGAGE",10.44
"8890",16000,18.06,60,"D","WA",118000,"MORTGAGE",18.52
"8891",35000,23.88,36,"E","FL",70000,"MORTGAGE",21.12
"8892",5475,20.39,36,"D","MI",20000,"RENT",11.28
"8893",6000,12.61,36,"C","TX",35000,"RENT",20.16
"8894",14400,14.08,36,"C","NC",35000,"RENT",34.99
"8895",20000,10.41,36,"B","MD",128000,"MORTGAGE",16.3
"8896",10000,19.03,36,"D","PA",55000,"RENT",36.16
"8897",10000,6.08,36,"A","FL",60000,"RENT",15.2
"8898",10000,10.91,36,"B","FL",22000,"OWN",12.11
"8899",12000,7.35,36,"A","NJ",50000,"MORTGAGE",15.19
"8900",10000,6.71,36,"A","FL",45000,"RENT",21.79
"8901",10000,10.91,36,"B","OR",48000,"RENT",30.93
"8902",7200,15.04,36,"C","CA",35000,"RENT",19.03
"8903",9200,12.61,36,"C","NJ",90000,"RENT",37.03
"8904",40000,7.35,36,"A","CA",5e+05,"MORTGAGE",8.68
"8905",15000,11.98,36,"B","WA",40000,"RENT",16.55
"8906",18000,14.07,36,"C","IL",38500,"MORTGAGE",35.6
"8907",3800,5.31,36,"A","GA",1e+05,"MORTGAGE",9.55
"8908",35000,12.61,36,"C","TX",45000,"MORTGAGE",44.11
"8909",3725,20,36,"D","GA",32000,"MORTGAGE",34.43
"8910",10000,10.9,36,"B","IN",82000,"OWN",0.67
"8911",30000,25.82,60,"E","VA",65000,"MORTGAGE",22.03
"8912",19100,9.44,60,"B","PA",56000,"MORTGAGE",22.82
"8913",16000,6.08,36,"A","NC",38560,"MORTGAGE",17.82
"8914",5000,7.96,36,"A","WI",50000,"MORTGAGE",7.63
"8915",35000,17.09,36,"D","VA",82048,"MORTGAGE",29.97
"8916",6000,10.41,36,"B","TX",40000,"RENT",9.72
"8917",15000,10.9,36,"B","OH",60000,"OWN",39.27
"8918",18000,17.09,60,"D","NJ",58000,"MORTGAGE",12.39
"8919",10000,11.98,36,"B","SC",50000,"RENT",13.06
"8920",40000,13.59,60,"C","NV",125000,"RENT",7.19
"8921",3200,12.62,36,"C","IN",30000,"RENT",11.34
"8922",19200,18.06,36,"D","OH",35000,"RENT",24.86
"8923",12800,6.71,36,"A","CA",83000,"RENT",15.95
"8924",10200,17.09,36,"D","NH",30000,"RENT",22.56
"8925",26450,16.01,60,"C","TX",88500,"MORTGAGE",24.35
"8926",9000,10.42,36,"B","FL",80000,"RENT",7.68
"8927",30000,18.06,36,"D","NY",55000,"RENT",11.63
"8928",15000,7.35,36,"A","NY",50000,"RENT",12.87
"8929",20500,12.62,36,"C","MS",53000,"MORTGAGE",32.09
"8930",18000,9.44,60,"B","IL",60000,"MORTGAGE",8.28
"8931",20000,21.85,60,"D","GA",55296,"MORTGAGE",24.26
"8932",30000,11.99,36,"B","WA",106000,"MORTGAGE",11.32
"8933",5000,7.97,36,"A","NC",50000,"RENT",18.8
"8934",3600,16.01,36,"C","MI",41000,"MORTGAGE",16.6
"8935",40000,9.44,36,"B","TX",450000,"MORTGAGE",7.33
"8936",24000,9.44,36,"B","GA",440000,"MORTGAGE",21.37
"8937",4000,20.39,36,"D","IN",26000,"MORTGAGE",43.21
"8938",10000,10.9,60,"B","TN",83000,"MORTGAGE",12.61
"8939",11000,13.58,36,"C","MN",38000,"MORTGAGE",24.35
"8940",20000,18.06,36,"D","FL",89000,"OWN",21.36
"8941",40000,11.98,60,"B","CT",106000,"OWN",16.88
"8942",13500,5.31,36,"A","CA",30000,"RENT",14.48
"8943",24000,7.97,36,"A","CA",110000,"OWN",22.1
"8944",30000,19.03,36,"D","CA",89748,"RENT",17.18
"8945",6000,6.07,36,"A","WA",60000,"RENT",2.84
"8946",40000,14.08,36,"C","CA",55000,"RENT",28.37
"8947",12000,10.91,36,"B","AZ",34000,"MORTGAGE",13.2
"8948",4000,6.71,36,"A","NY",86000,"MORTGAGE",10.81
"8949",18000,10.9,36,"B","CA",104000,"MORTGAGE",31.4
"8950",9600,19.42,36,"D","AZ",72000,"RENT",22.99
"8951",30000,25.81,60,"E","GA",63000,"MORTGAGE",14.78
"8952",20000,13.59,36,"C","NC",50000,"RENT",34.18
"8953",17575,5.31,36,"A","WI",97500,"MORTGAGE",31.35
"8954",2600,12.62,36,"C","NH",32000,"MORTGAGE",10.62
"8955",3500,12.61,36,"C","NH",83000,"MORTGAGE",26.13
"8956",25000,10.42,36,"B","ME",1e+05,"RENT",11.46
"8957",15000,10.91,36,"B","VA",58000,"RENT",23.36
"8958",13175,21.45,36,"D","IL",1e+05,"MORTGAGE",9.67
"8959",20000,11.98,60,"B","SC",71000,"MORTGAGE",29.67
"8960",8550,9.93,36,"B","NY",97000,"RENT",11.22
"8961",30750,25.82,36,"E","NY",68353,"MORTGAGE",16.06
"8962",21200,10.42,36,"B","AZ",52278.85,"RENT",18.04
"8963",30000,19.03,60,"D","MD",34000,"MORTGAGE",78.31
"8964",15000,12.61,36,"C","AZ",60000,"RENT",34.08
"8965",25975,21.45,60,"D","NY",319000,"MORTGAGE",27.03
"8966",19000,25.82,60,"E","CA",54000,"RENT",28.24
"8967",10000,6.71,36,"A","IN",42000,"MORTGAGE",22.07
"8968",4975,16.01,36,"C","OK",12000,"OWN",10.3
"8969",5550,21.45,36,"D","WI",110000,"RENT",34.15
"8970",10500,5.32,36,"A","GA",40400,"RENT",27.17
"8971",25000,6.72,36,"A","FL",115000,"MORTGAGE",23.93
"8972",10000,12.62,60,"C","NY",36000,"MORTGAGE",6.1
"8973",15000,9.93,36,"B","CA",115000,"RENT",23.05
"8974",16000,10.42,36,"B","NY",70000,"RENT",0
"8975",14000,12.62,36,"C","NY",56000,"RENT",9.84
"8976",4000,17.09,36,"D","CA",118000,"MORTGAGE",8.41
"8977",24000,28.72,60,"F","TX",105000,"OWN",22.1
"8978",14000,6.08,36,"A","MD",85000,"MORTGAGE",9.81
"8979",6500,10.42,36,"B","TX",71487,"MORTGAGE",18.52
"8980",3200,16.01,36,"C","SC",27480,"MORTGAGE",24.89
"8981",15000,7.97,36,"A","NC",50000,"OWN",25.11
"8982",19000,11.99,36,"B","MD",65000,"OWN",22.54
"8983",22000,15.05,60,"C","CA",120690,"MORTGAGE",12.89
"8984",11100,21.85,60,"D","AK",80000,"RENT",20.84
"8985",8000,10.9,36,"B","RI",60000,"RENT",12.32
"8986",23000,5.31,36,"A","AK",97000,"MORTGAGE",7.29
"8987",9000,10.42,36,"B","TX",109992,"RENT",2.25
"8988",18000,6.07,36,"A","MA",125000,"MORTGAGE",5.44
"8989",12000,7.35,36,"A","NY",40000,"RENT",6.87
"8990",4650,6.71,36,"A","ID",52500,"OWN",9.92
"8991",18000,7.97,36,"A","WA",50000,"MORTGAGE",25.16
"8992",6000,10.42,36,"B","TX",45000,"MORTGAGE",13.79
"8993",40000,11.99,60,"B","AL",161000,"MORTGAGE",20.2
"8994",30000,15.05,60,"C","NC",50000,"OWN",30.33
"8995",30000,28.72,60,"F","TX",170000,"RENT",27.57
"8996",24000,6.72,36,"A","MT",105832,"MORTGAGE",10.52
"8997",9100,26.77,36,"E","CA",42000,"RENT",15.73
"8998",7000,6.08,36,"A","GA",94966,"MORTGAGE",10.54
"8999",10000,16.01,36,"C","NJ",55000,"RENT",22.04
"9000",16000,19.03,60,"D","CA",105000,"RENT",17.79
"9001",20000,9.44,36,"B","OR",60000,"RENT",16.42
"9002",40000,9.44,36,"B","NC",2300000,"MORTGAGE",3.08
"9003",40000,5.31,36,"A","MD",151500,"MORTGAGE",11.85
"9004",9000,9.43,36,"B","PA",56000,"OWN",28.6
"9005",7800,9.43,36,"B","NJ",65000,"MORTGAGE",16.76
"9006",25000,25.82,36,"E","NV",75000,"MORTGAGE",31.04
"9007",35000,11.98,60,"B","RI",98000,"MORTGAGE",17.67
"9008",14000,7.97,36,"A","CA",38700,"RENT",29.24
"9009",40000,13.58,60,"C","CT",60000,"RENT",15
"9010",13175,9.92,36,"B","MD",72000,"MORTGAGE",30.1
"9011",5600,16.02,36,"C","CA",120000,"MORTGAGE",13.99
"9012",25000,6.72,36,"A","TN",0,"MORTGAGE",NA
"9013",25000,5.32,36,"A","CA",120000,"MORTGAGE",4.76
"9014",10000,7.35,36,"A","NY",80000,"OWN",16.7
"9015",12500,11.99,60,"B","MN",68000,"MORTGAGE",19.22
"9016",23000,11.98,60,"B","NJ",80000,"RENT",8.85
"9017",18000,10.91,36,"B","MO",110000,"MORTGAGE",17.36
"9018",10500,9.43,36,"B","TX",34000,"MORTGAGE",56.76
"9019",20000,6.07,36,"A","NC",120000,"MORTGAGE",18.76
"9020",35000,19.42,60,"D","TX",78000,"MORTGAGE",14.32
"9021",40000,5.32,36,"A","SC",86000,"MORTGAGE",20.32
"9022",10000,14.08,60,"C","WV",41000,"MORTGAGE",16.92
"9023",15000,6.07,36,"A","TX",90000,"MORTGAGE",10.08
"9024",9125,15.05,36,"C","CA",54000,"MORTGAGE",25.02
"9025",40000,11.98,60,"B","NJ",280000,"MORTGAGE",11.49
"9026",12000,24.84,60,"E","OR",50000,"RENT",23.38
"9027",8300,14.07,36,"C","IL",33996,"MORTGAGE",4.45
"9028",17150,12.62,36,"C","NY",60000,"MORTGAGE",17.86
"9029",3000,10.9,36,"B","IN",60000,"OWN",16.18
"9030",12000,17.09,60,"D","VA",92000,"RENT",15.72
"9031",16000,14.08,60,"C","IN",87000,"MORTGAGE",32.73
"9032",11000,18.06,36,"D","OH",80000,"RENT",15.9
"9033",35000,10.41,36,"B","VA",68000,"MORTGAGE",41.42
"9034",23000,12.62,60,"C","WV",125000,"MORTGAGE",14.89
"9035",12675,10.41,36,"B","AL",52000,"MORTGAGE",20.97
"9036",8000,9.44,36,"B","CA",20000,"OWN",17.17
"9037",5500,10.42,36,"B","CA",49000,"OWN",17.24
"9038",36025,10.91,36,"B","VA",179443,"MORTGAGE",28.14
"9039",20000,13.59,36,"C","TX",112029,"RENT",11.46
"9040",15000,12.62,60,"C","CT",34000,"OWN",30.27
"9041",4500,6.08,36,"A","NC",43000,"MORTGAGE",18.14
"9042",13000,9.44,36,"B","FL",61175,"MORTGAGE",6.36
"9043",2800,14.07,36,"C","NC",24000,"RENT",5.7
"9044",12000,11.99,36,"B","CA",45000,"RENT",44.29
"9045",20000,13.59,60,"C","PA",110000,"MORTGAGE",33.55
"9046",3000,9.44,36,"B","NY",30000,"OWN",31.24
"9047",18200,7.96,36,"A","KS",93000,"OWN",9.59
"9048",10000,6.72,36,"A","FL",40000,"RENT",15.18
"9049",16225,12.62,60,"C","AZ",72320,"MORTGAGE",13.99
"9050",3000,10.9,36,"B","FL",58764,"MORTGAGE",26.63
"9051",6000,7.34,36,"A","CT",48000,"RENT",27.9
"9052",15000,18.06,60,"D","NV",75000,"MORTGAGE",17.78
"9053",12000,21.45,36,"D","NJ",150000,"MORTGAGE",7.15
"9054",18450,6.71,36,"A","AZ",45000,"OWN",9.81
"9055",5000,9.93,36,"B","NJ",89000,"RENT",6.31
"9056",16600,7.34,36,"A","WA",35000,"MORTGAGE",43.38
"9057",5000,11.99,36,"B","NJ",40000,"RENT",0.75
"9058",6000,9.43,36,"B","OH",56000,"OWN",28.69
"9059",10500,10.91,36,"B","LA",86000,"RENT",27.66
"9060",5000,9.92,36,"B","MS",52000,"OWN",27.76
"9061",9000,10.41,36,"B","WA",128000,"MORTGAGE",14.8
"9062",30000,7.34,36,"A","LA",120000,"MORTGAGE",17.77
"9063",10000,11.99,36,"B","TX",25000,"OWN",9.07
"9064",8000,9.93,36,"B","MD",60000,"RENT",22.57
"9065",13000,9.93,36,"B","NY",30000,"RENT",14.04
"9066",2000,17.09,36,"D","SC",42000,"RENT",17.66
"9067",8000,6.72,36,"A","MA",27703,"MORTGAGE",8.23
"9068",12000,6.72,36,"A","IL",22000,"MORTGAGE",4.09
"9069",14300,13.58,60,"C","IL",55000,"RENT",5
"9070",12000,6.72,36,"A","WA",80000,"MORTGAGE",9.35
"9071",20000,11.98,36,"B","MI",110000,"MORTGAGE",11.63
"9072",2200,6.08,36,"A","CA",60000,"MORTGAGE",7.6
"9073",35000,19.03,60,"D","VA",165000,"MORTGAGE",16.6
"9074",17500,24.85,60,"E","NV",150000,"MORTGAGE",9.73
"9075",3500,14.08,36,"C","MS",104176.66,"MORTGAGE",13.39
"9076",12000,20.39,36,"D","MA",210000,"RENT",8.51
"9077",20000,10.42,36,"B","FL",70000,"RENT",8.02
"9078",40000,10.41,36,"B","CA",650000,"MORTGAGE",6.49
"9079",25000,7.96,36,"A","IL",20600,"OWN",25.23
"9080",35000,19.03,60,"D","IL",60000,"MORTGAGE",33.9
"9081",25000,19.42,60,"D","TX",101000,"MORTGAGE",15.8
"9082",3000,9.93,36,"B","TX",93000,"MORTGAGE",13.2
"9083",10000,13.58,36,"C","NH",42000,"RENT",14.6
"9084",20000,10.9,36,"B","NY",45576,"RENT",4.29
"9085",37025,7.96,36,"A","VA",110000,"MORTGAGE",31.89
"9086",14900,10.42,60,"B","MO",95000,"MORTGAGE",30.13
"9087",21075,20,36,"D","CA",85000,"RENT",21.5
"9088",20000,19.03,60,"D","TN",28000,"MORTGAGE",31.76
"9089",20000,14.07,36,"C","CA",90540,"RENT",15.92
"9090",5000,6.08,36,"A","UT",57000,"MORTGAGE",15.47
"9091",10000,7.97,36,"A","FL",68000,"MORTGAGE",17.1
"9092",25000,23.88,60,"E","CA",40000,"RENT",19.44
"9093",18000,10.42,36,"B","IN",1e+05,"MORTGAGE",11.95
"9094",12000,7.35,36,"A","IN",40000,"RENT",19.29
"9095",5000,14.08,36,"C","NV",38000,"MORTGAGE",19.71
"9096",4800,7.35,36,"A","FL",43000,"OWN",14.23
"9097",4900,7.35,36,"A","CT",45000,"MORTGAGE",37.49
"9098",19000,13.58,36,"C","NJ",101000,"RENT",11.23
"9099",35000,16.02,36,"C","VA",82000,"MORTGAGE",24.53
"9100",29800,25.81,60,"E","VT",56000,"MORTGAGE",18.95
"9101",5000,15.04,36,"C","NJ",30000,"RENT",25.16
"9102",35000,10.42,60,"B","CA",2e+05,"OWN",5.39
"9103",6000,13.59,36,"C","NC",103000,"MORTGAGE",12.37
"9104",15000,14.08,36,"C","MI",51883,"RENT",22.3
"9105",8000,6.72,36,"A","WA",42000,"MORTGAGE",26.71
"9106",8000,20,36,"D","CT",109000,"MORTGAGE",15.11
"9107",18000,9.93,60,"B","TX",68000,"RENT",13.38
"9108",35000,7.35,60,"A","CA",265000,"MORTGAGE",5.7
"9109",15000,10.42,36,"B","MI",78000,"MORTGAGE",27.78
"9110",30000,11.99,36,"B","TX",95000,"MORTGAGE",28.66
"9111",35000,9.93,36,"B","LA",46422,"MORTGAGE",66.18
"9112",11500,11.99,36,"B","CA",35000,"RENT",18.42
"9113",20000,10.91,36,"B","CA",45000,"RENT",19.97
"9114",9000,7.97,36,"A","CA",70000,"RENT",19.36
"9115",15000,10.9,60,"B","WA",54000,"RENT",25.14
"9116",10000,6.08,36,"A","NH",50000,"MORTGAGE",8.57
"9117",4000,19.42,36,"D","CO",38000,"RENT",15.03
"9118",24000,13.59,36,"C","NV",68000,"MORTGAGE",26.12
"9119",7000,17.09,36,"D","AZ",55000,"OWN",14.29
"9120",8000,14.07,36,"C","TX",87000,"OWN",18.48
"9121",29975,20,36,"D","SC",47000,"OWN",26.56
"9122",1200,19.03,36,"D","CO",32000,"RENT",8.66
"9123",20000,9.92,36,"B","IL",145000,"MORTGAGE",8.47
"9124",15000,6.07,36,"A","KS",125000,"OWN",2.22
"9125",10000,18.45,36,"D","NC",67000,"MORTGAGE",15.48
"9126",15000,7.35,36,"A","CA",50000,"RENT",25.99
"9127",20000,7.96,36,"A","MD",105000,"MORTGAGE",14.31
"9128",30000,14.08,60,"C","CA",2e+05,"RENT",7.37
"9129",8000,6.08,36,"A","CA",130000,"MORTGAGE",6.07
"9130",12000,10.42,36,"B","WA",50000,"MORTGAGE",26.79
"9131",10000,6.07,36,"A","IL",40000,"MORTGAGE",22.38
"9132",11000,10.91,36,"B","TX",32000,"MORTGAGE",14.54
"9133",10000,9.92,36,"B","CO",87600,"RENT",20.01
"9134",7000,6.08,36,"A","TX",64000,"MORTGAGE",17.96
"9135",20000,9.43,60,"B","FL",55000,"RENT",5.87
"9136",30000,7.35,36,"A","OR",160000,"RENT",7.37
"9137",17500,12.61,36,"C","CT",77400,"RENT",15.13
"9138",16000,9.93,36,"B","NC",45000,"MORTGAGE",27.55
"9139",40000,15.05,60,"C","IN",87500,"RENT",0.34
"9140",40000,13.59,60,"C","MI",90000,"MORTGAGE",22.71
"9141",5000,20.39,36,"D","FL",32000,"RENT",11.44
"9142",12000,11.98,36,"B","TX",50160,"RENT",29.35
"9143",3000,15.05,36,"C","NC",30000,"OWN",19.8
"9144",4800,10.42,36,"B","FL",33000,"RENT",33.45
"9145",1550,9.93,36,"B","DE",55000,"RENT",21.56
"9146",20000,20,36,"D","NJ",92000,"OWN",24.54
"9147",16000,11.99,36,"B","MA",93000,"MORTGAGE",9.89
"9148",26600,14.08,36,"C","WA",43000,"MORTGAGE",35.82
"9149",4000,6.71,36,"A","CA",55000,"RENT",21.43
